review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,label_agreement_level,predicted_emotion
Grenoble,airport,L Plummer,2025-01-18,Hundreds of people shut outside the airport in the freezing cold not allowed to enter due to overcrowding Inside it is everyone for themselves people everywhere chaos at check in desks Baggage belts not working staff scrambling over desks Out on the runway passengers walking all over the place no concerns for security or safety by staff Horrendous experience The time you might save by flying here compared to Geneva is not enough to warrant setting foot in this airport Dont do it,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Incheon,airport,Thomas Klassen,2022-05-31,The onarrival COVID testing process is atrocious The app that must be used is completely worthless in English The app does not recognize major airports such as Toronto or even Canada The instructors are nonsensical The Incheon Airport Authority has outsourced the testing to a local hospital which has no experience It took me minutes to complete the registration There are no staff to help Avoid any COVID testing at the airport,2.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
CSA Czech Airlines,airline,E Jalerova,2022-03-28,My ticket was cancelled by CSA more than a month ago and I still cant get money back for that On my requests they answer that I need to wait When I ask how long to wait no answer On top of that my two previous flights were delayed for more than hours with no reasons Do not book flights with them,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
bmi Regional,airline,B Marden,2018-11-22,Hamburg to Bristol Pretty much guaranteed delay again from BMI my route to work in Germany gets hit by BMI delays on outbound and return flights I have persuaded the crewing office to let me catch a train from Plymouth to London Paddington then Heathrow express to airport to avoid using BMI from Exeter or Bristol I will get there quicker by driving train an extra hour and a half go figure,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Buffalo,airport,Reem Bazzouu,2025-03-24,The nonacceptance of cash at any in airport store is so irritating Leaves a bitter after taste when all the advantages of this small airport are ended with cashiers yelling we dont take cash Dont you like American dollars,3.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Hamburg,airport,A Garstun,2023-12-29,Often hourlong lines for security and it never fails that one or more members of staff are rude The airport is quite small and easy to navigate but the impolite staff makes travelling through here an unpleasant experience,5.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
LIAT,airline,P Vergin,2019-06-26,Grenada to Guadeloupe via Barbados Do not travel on Liat with a suitcase Suitcase will not travel same time as you even with plane nearly empty it take more than days for the suitcase to arrive in Guadeloupe and been opened by flight company,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Frankfurt Main,airport,E Garner,2025-01-13,Arrival from IAH took an hour to get our luggage Sign counted down expected in and then just saying delayed please be patience hour Rest of the airport is kinda under construction with leaking ceilings mouse traps and blue fences There use to be a moving walkway between terminal and the long distance railway station gone Out with the convenience and service in with more greedy retail space,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
SunExpress,airline,Anne Lynch,2024-10-03,Shocking airline None of the cabin staff spoke to us or greeted us on boarding When we arrived at Dalaman everyones luggage had been left at Gatwick including a wheelchair and childrens buggies I phoned daily twice a day and got no information or assistance The company has refused to pay compensation Never use this company,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Providenciales Intl,airport,E Stamand,2023-04-27,The airport customs are very long over an hour long and it is very hot The departure was the worse when you arrive everything is fine until you get to security they take again over an hour Once you get into the airport has some small shops barely any seats and the floor is dirty old carpet Their is a nice outside plane spotting area though No WiFi Though this place sucks you cant avoid it if you want to go to Turks and Caicos because its the only international airport on the island,2.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Edmonton,airport,Marilyn Wnuk,2019-09-19,I am years old I was pulled aside for an indepth screening the lady who was screening me told my husband he could go ahead I said no I wanted my husband with me she thoroughly went through my bag with a wand what was most disturbing was how she would just throw my stuff around not even closing zippers or putting my liquids bag in the pocket it came out She was not very friendly my husband and I were shocked to be treated like this It was quite rude to be treated like this since I am an elderly woman,2.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Dallas Fort-Worth,airport,Cassandra Reiter,2024-11-13,Was told multiple times that our luggage was put on a flight we switched to MULTIPLE times by multiple people They did not They were put on our original delayed flight that overlapped with the boarding of our last flight and they were not moved in time If we were just told there was no guarantee we would not be so upset Rude staff and unclean conditions make this airport one of my least favorites,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
US Airways,airline,1 reviewsCatherine Harris,2015-10-06,This is my third time this year flying with US Airways and American Airlines and this is the third time my flight has been delayed or cancelled Most recently there was a delay of one hour without any reason therefore delaying everyone for their connecting flights I missed my connecting flight and they had no sympathy whatsoever Only flights were the next day and they wouldnt give me any compensation for their failures Never again US airways Never,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Spirit Airlines,airline,Chris Freeze,2025-03-04,Our departing flight was delayed ten hours Spirit refused to try to get anyone on another airlines or reimburse for any out of pocket expenses except for a meal voucher We missed the first day of our vacation Then our return flight was delayed hours and this time no meal voucher New arrival time am Definitely never flying Spirit again,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Transaero Airlines,airline,Rata Chaipatikul,2015-10-20,Transaero Airlines flight has been cancelled in last minute I have booked round trip and got cancelled both trip from Moscow to Istanbul and Istanbul to Moscow Never experienced this problem before All my plan have to change and cancel,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Moscow Sheremetyevo,airport,Rail Mukhutdinov,2021-06-18,Wait at Checkin lines are way too long had to wait almost hours Personnels are too slow and rude and not enough staff at the airport If you are exchangingbuying tickets or paying extra for whatever reason at the register they are handwriting most information and takes so much time Navigations are not too clear even for Russian speaking people Improvements needed,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Kalamata,airport,G Chapman,2013-07-20,Mainly a military airport with few passenger facilities in arrivals there is one male and one female toilet but there is more ample provision elsewhere Snack bar either side of passport control and very small dutyfree shop If aircraft delayed supplies can run out in snack bar,5.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Ravn Alaska,airline,J Alexander,2019-07-27,Kenai to Anchorage Plane was delayed with no reason given then after boarding we had to wait for the paperwork for around minutes This caused us to miss our window and get delayed more minutes in an extremely hot plane causing us and many others to miss connecting flights Would not recommend,2.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
