review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,label_agreement_level,predicted_sentiment
AeroItalia,airline,N Busen,2023-04-03,Only checkin desk open for a full plane and impossible to check in online Amazingly bad Flight crew is friendly Pilot flying into Milano on April st did a very bad landing,2.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Positive
Ural Airlines,airline,2 reviewsDmitrii Egorov,2018-10-18,Moscow to Barcelona The airline is not bad but there are disadvantages Hand baggage allowance the main disadvantage Once when I was flying from Samara Russia to St Petersburg Russia we were on the bus with the doors open at everyone was waiting for the late passenger when he approached it turned out that he had problems with the size of hand luggage and we continued to stand and freeze Only after our disturbances we were able to persuade the representatives of Ural Airlines and go to the plane,7.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Montenegro Airlines,airline,Keith Parkinson,2015-10-20,After boarding our Montenegro Airlines flight on time we sat for mins without any explanation and then told a crew member was ill and they would tell us what was happening soon After another mins we were told that we would depart soon with only crew Because we were late Tivat airport had closed and we diverted to Podgorica the only other airport We were then bused to Tivat arriving approx hrs late to be told that there was nothing wrong as they class both airports as one Never again,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Maya Island Air,airline,Deb Straw,2021-09-08,We cancelled our flight tickets because of Covid and the increasing numbers in Belize months in advance of our trip The airline would only offer usage of our tickets for a year period rather than fully refunding the ticket price I can understand this for a late cancellation but not in this situation Thieves,1.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Frankfurt Main,airport,E Garner,2025-01-13,Arrival from IAH took an hour to get our luggage Sign counted down expected in and then just saying delayed please be patience hour Rest of the airport is kinda under construction with leaking ceilings mouse traps and blue fences There use to be a moving walkway between terminal and the long distance railway station gone Out with the convenience and service in with more greedy retail space,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Eurowings,airline,J Mansen,2024-09-14,Unfortunately again unreliable Tracking the aircraft on FR it was obvious it accumulated delay after delay on the previous four flights In my experience Eurowings is unable or unwilling to manage such situations eg by using spare aircraft so switch rotations All of my last flights were the same Pity Eurowings isnt cheap and unfortunately often the only the option but planes and crews are usually fine,3.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Air Berlin,airline,Steven Fanelli,2017-09-03,Berlin to Geneva via Dusseldorf Not a good first impression First segment no order to boarding process just one long line regardless if your seat assignment Delayed minutes announced minutes before scheduled boarding time No explanation why Onboard the least amount of legroom I have ever experienced Take off was finally one hour later Second flight delayed minutes to late arrival of the aircraft,4.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
Preveza,airport,S Cadero,2022-06-07,Airport with the slowest and least professional staff ever Greece is beautiful I love its rhythms but here we are absurd planes in one day and the ability to wait hours to check in your baggage Once I got to the checkin desk I was asked to wait a moment am flight at am I waited minutes and asked what the problem was and the lady told to go to a colleague at another checkin desk Slow disorganized unprofessional staff Bad experience,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Nok Air,airline,Valeria Lopez,2024-12-03,The flight price was good The carry on was free but when we started boarding they told us we couldnt have both a carry on and a personal item so they charged us The trays in the plane were dirty The flight attendants prohibited us from using phones during the flight,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
PAL Express,airline,A Paul,2013-12-20,The Manila Dubai flight was unceremoniously switched to Manila Abu Dhabi at the point of passenger Checkin on December th You have to swallow their attitude of Were sorry our flight to Dubai is not operational today we will be rerouting you to Abu Dhabi and get you to Dubai in a Shuttle Bus Drop off point not known Sorry,0.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Quebec City,airport,Mary Johns,2013-09-30,Arriving from the US was easy and fast No long walks not monorails no buses You get off the plane go to customs get your suitcase change some money and grabbed a taxi all with a minimum of traipsing around Most efficient arrival anywhere Departure not so good Airlines staff was late opening checkin lines Baggage check man ridiculed my attempts to speak French and the woman operating the Xray was rude to passengers Furthermore the airport offers little in the way of food for purchase and dutyfree items,6.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Positive
British Airways,airline,J Jones,2025-03-31,Very good service on this route BA th March Cabin crew worked hard particularly Ivka who was on the go throughout the flight Everything you would expect of BA and as it used to be Shame the same cannot be said on our recent flight back from Singapore in Business Class on th Feb BA Miserable unhappy and tetchy crew Too lazy to do anything except sleep Perhaps BA need to promote some of their shorthaul performers and let the others go,10.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Positive
Prague,airport,C Scott,2024-11-24,Queue for passport control took an hour despite not a huge amount of people to handle Only open for non EU and including machines open for EU Most the guys on EU had a nice hour break Bags on time but you expect so after an hour delay,3.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Tunisair,airline,E Karsten,2025-02-03,Flight more than hrs delayed which information only given in pieces of h long after the promised departure time despite already long before visible on Flightradar Meal voucher worth given basically enough for a bottle of water Not in line with EU regulations No online checkin No excuse no explanation Friendliness of cabin crew nonexistent,1.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Batik Air,airline,K Narang,2025-03-19,Terbang ke Manado kena delay pulang dari Manado kena delay lagi dari jam jadi jam Tibatiba jam dikabari lagi delat sampe jam Flying to Manado was delayed returning from Manado was delayed again from to Suddenly at it was announced that it was delayed again until,1.0,Neutral,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
PAL Express,airline,A Paul,2013-12-20,The Manila Dubai flight was unceremoniously switched to Manila Abu Dhabi at the point of passenger Checkin on December th You have to swallow their attitude of Were sorry our flight to Dubai is not operational today we will be rerouting you to Abu Dhabi and get you to Dubai in a Shuttle Bus Drop off point not known Sorry,0.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Crown Point Tobago,airport,Andre Franca,2012-03-22,I have been once to this airport as others said the place is tiny I wonder how it looks when BA and Virgin are around Boarding into small propeller planes is already a mess they search your bags at the boarding area even though you have already had your carryon xrayed,7.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
Privilege Style,airline,Ndulue Yauri,2020-01-28,Vienna to Lagos The flight was okay and the crew was eager This flight was chartered for the deportation of rejected asylum seekers from Germany and Austria After my asylum application was rejected by Austria I was deported to Nigeria The airplane was aged but all in all okay It was a little bit delayed,5.0,Positive,Negative,Negative,NEGATIVE,Negative,,2/4,Neutral
Tashkent,airport,1 reviewsT Francis,2019-09-30,Strict levels of security bordering on the obsessive Luggage is scanned twice You are searched even if the metal detector does not go off as you pass through it It is understandable Beware of possible ripoffs at the DutyFree Shop They can give you the wrong conversions from euros to Uzbek sums if you want to pay in local currency,5.0,Negative,Negative,Neutral,NEGATIVE,Negative,,2/4,Neutral
