review_name,review_type,passenger_name,review_date,review_text,overall_sentiment,staff,facilities,cleanliness,transport,pricing,staff_sentiment,facilities_sentiment,cleanliness_sentiment,transport_sentiment,pricing_sentiment,efficiency,staff_checkin,facilities_wifi,airline_experience,efficiency_sentiment,staff_checkin_sentiment,facilities_wifi_sentiment,airline_experience_sentiment,comfort,customer_service,comfort_sentiment,customer_service_sentiment,staff_security,staff_security_sentiment
Munich,airport,J Tomas,2024-10-01,One of the worst airports Ive been to and Ive travelled quite a bit to third world countries and all over The xray staff had no idea what they were doing were only serving  person at a time took ages Then passport control to leave was a huge queue and they only had a few counters half of them walked off smug and arrogantly leaving a queue of  people to be served by  people Absurd Terrible airport avoid it if you can,negative,1.0,,,,,0.0,,,,,2.0,2.0,,,0.0,0.0,,,,,,,2.0,0.0
Omni Air International,airline,M Garner,2021-08-06,I am military so I am constantly flying and I have got to say this is the worst airline I have ever flown without question The seats were incredibly uncomfortable the staff was very rude We were delayed  hours because our radars stopped working midair and we had to turn around and come back As soon as there is an issue instead of resolving it they delay a whole day so the crew can get their per diem money Food wasnt bad though,negative,2.0,1.0,,,,-2.0,-0.5,,,,3.0,1.0,,4.0,0.0,0.0,,-2.0,1.0,,0.0,,,
Frankfurt Hahn,airport,Isabella Ferrari,2024-09-14,Worst airport I have ever been to The location is terrible h mins from Frankfurt reason why I think it shouldnt be called Frankfurt airport The facilities are few some are closed The staff is unqualified they are blinded by the rules they are the slowest security checks I have ever experienced There were like  flights tonight almost everyone of them was delayed mine included and lot of people missed their flight I am  that I wont come back,negative,1.0,,,,,0.0,,,,,3.0,,,2.0,0.0,,,-1.0,,,,,1.0,0.0
Air India,airline,Anjely Rais,2025-03-09,Air India is the worst company ever They cancelled my flight from Paris to Mumbai which caused a  hour delay for my trip Then they changed my return direct flight into a stopover flight I spent hours in Delhi airport had to go through security twice,negative,,,,,,,,,,,1.0,,,1.0,0.0,,,-2.0,,,,,1.0,0.0
AnadoluJet,airline,M Yunis,2024-07-21,I have booked the seats for me and my daughter and the staff changed the seats which made me  and my daughter  When I asked the staff to keep our seats she said its system and when I asked at least put my daughter next to me she said its not my job The surprise that the seat next to me in  was empty Really rude and disrespectful staff,negative,1.0,,,,,0.0,,,,,,,,1.0,,,,0.0,,,,,,
VietJet Air,airline,B Bard,2025-04-02,Awful service Delayed for  hours and no information offered Left standing at the gate with no details or staff to advise what was happening Such poor service And this is not the first time I have never had a smooth experience with this awful airline Every time I have booked with them there has been an issue,negative,1.0,1.0,,,,-0.5,0.0,,,,3.0,1.0,,1.0,0.0,0.0,,-2.0,,,,,,
Precision Air,airline,Henrik Rausch,2023-11-06,I have been travelling with Precision Air a dozens of times on the route Dar Es Salaam  Mtwara About  of the flights are either cancelled or heavily delayed  hours easily Unfortuntely there is no alternativ carrier on this route In case of cancelled flights or if you miss your connection flight be prepared to fight about  months with them to get at least your paid money refunded It is a nightmare airline the worst in Tanzania,negative,,,,2.0,,,,,-1.0,,4.0,1.0,1.0,2.0,-1.0,0.0,-1.0,-2.0,,,,,,
Lynx Air,airline,Pieternella Toering,2024-02-19,Have flown Lynx at least  times in the last  years and Im done Never again Apart from the endless delays spent one time  hours waiting for my flight to leave without any compensation whatsoever the fact that you now get charged for a backpack is ridiculous It is no longer a low cost airline if you start adding every thing up plus the ridiculous flying times Going back to the traditional airlines Certainly a lot less hassle,neutral,,,,,1.0,,,,,0.0,5.0,2.0,,1.0,0.0,0.0,,0.0,,,,,,
Brussels Zaventem,airport,W Cooper,2024-06-28,Line to passport control was an hour and  minutes Very poor line control People were jumping the queue constantly Horrible experience Ill fly into CDG from now on,negative,,,,,,,,,,,2.0,2.0,,,-1.5,-1.5,,,,,,,2.0,-0.5
Brussels Zaventem,airport,W Cooper,2024-06-28,Line to passport control was an hour and  minutes Very poor line control People were jumping the queue constantly Horrible experience Ill fly into CDG from now on,negative,,,,,,,,,,,2.0,2.0,,,-1.5,-1.5,,,,,,,2.0,-0.5
Belavia,airline,H Marshan,2019-12-05,Gatwick to Minsk I had to change ticket and they charged  euro for per ticket but never gave me back the price difference Its not only that I had sent them  emails but no reply from customer service Very bad reputation  Avoid this airline by any cost,negative,,,,,2.0,,,,,-0.5,1.0,2.0,,1.0,0.0,-0.5,,0.0,,1.0,,0.0,,
VietJet Air,airline,W Brissie,2025-03-11,hours delayed Truly horrible food No in seat power No airbridge used  hour in passport control No online checkin when flying out of HCM so check in takes hours Book at your own peril,negative,,1.0,,,,,-2.0,,,,2.0,1.0,,2.0,0.0,0.0,,-4.0,,,,,2.0,0.0
Bangkok Airways,airline,H Steikel,2024-04-05,Bangkok Airways was delayed over  hour on flight PG Due to the delay I missed my ferry Bangkok Airways refuses any compensation,negative,,,,,,,,,,,1.0,,,2.0,0.0,,,-2.0,,,,,,
Houston IAH,airport,K Micherda,2024-09-01,Worst TSA experience ever  booths and only  open Had  hours to catch my connection and missed it because of horrible organization of this airport Staff kept on saying everyone has a flight to catch  well they were not ones to miss the flight due lack of urgency on their part Cost me  to get a hotel to catch another flight the next morning not even counting my lost time Never again will I fly by that airport,negative,1.0,,,1.0,1.0,-1.0,,,-1.0,0.0,2.0,,1.0,1.0,-1.0,,-1.0,0.0,,,,,,
Naples,airport,S Parton,2024-08-26,Worst airport too few seats for so much people and just a few toilets Totally crowded All flights are delayed mine to Vienna they are still postponing now more than  hours and  minutes,negative,,1.0,,,,,0.0,,,,1.0,,,3.0,0.0,,,-1.5,2.0,,-1.5,,,
Karachi,airport,Naheed Auranzeb,2024-02-21,Very bad experience I thought Islamabad had a bad service but this one is the worst I reached  hour before my flight time at the check in counter very rude attendees I had a connecting flight Karachi  Doha Doha to Italy they didnt want to issue my nd boarding pass  I fought but with no results I had to board my plane at  and we managed just few minutes before the closing of the doors Bad service  bad infrastructure bad organization worst management,negative,,,,,,,,,,,2.0,1.0,,2.0,-2.0,-1.0,,-1.0,,,,,1.0,0.0
Dubai World Central,airport,Bogdan Balaban,2017-03-29,Worst airport in over  airports I have been It is incredible we spent over one hour when arriving and almost  hours  hr  to be precise when departing The staff are awful they have no respect even for parents with infants or people with disabilities A young girl in a wheelchair had to wait for over one hour at the checkin counter alone One reason we will never come to Dubai again is this airport,negative,1.0,1.0,,,,-1.0,0.0,,,,1.0,1.0,,,0.0,0.0,,,1.0,,0.0,,,
Dublin,airport,Ilham Mouharam,2024-09-15,Terrible treatment for wheel chair assistance passenger I was locked in the lift for  minutes with no air circulation and no customer support with me All passengers boarded the flight before me Although wheel chair assisted passengers always board first to allow enough time but no at this airport  We had to bang on the walls to get the attention of customer service When we finally boarded there was no space for our bags,negative,,2.0,,,,,-1.0,,,,2.0,3.0,,1.0,0.0,0.0,,0.0,2.0,3.0,-1.0,0.0,,
Biman Bangladesh Airlines,airline,Tahmina Binta Anowar,2024-05-07,Had my worst experience while travelling with Biman Bangladesh First of all my flight got delayed for four hours I was supposed to fly on  but they failed to provide the flight Then provided us the flight at  and that was also late,negative,,,,,,,,,,,1.0,,,2.0,0.0,,,-2.0,,,,,,
Air Busan,airline,Secil Eda Gumus Ilgun,2024-06-11,They took us in to the plane at  pm After closing the doors they announced that there is problem we have to wait  hour After  hour they said there will be additional  hours There is no food in the plane they expect us to sit here for long times and starve We came here for travel I understand that it is not the airplanes fault but we lost our whole day and now starving in the plane I had never have such bad experience with plane How hard to get some snacks from the head office or somewhere else,negative,,2.0,,,,,0.0,,,,2.0,,,,0.0,,,,,,,,,
Stockholm Arlanda,airport,Nicole Grichting,2025-03-29,Very rude security employees at terminal  Never have I ever been treated the way I was by the lady She was unprofessional rude and just horrible,negative,1.0,1.0,,,,0.0,-1.0,,,,,,,,,,,,,,,,1.0,-1.0
Brussels Charleroi,airport,Buse Tuncer,2024-06-13,Access to the airport was very difficult on Wednesday June   due to asphalt work Signage or diversion to the airport via alternative roads was very poorly indicated I think this is a very bad thing for such an international airport,negative,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,
Nouvelair,airline,Hamdi Chahdi,2023-05-01,I had a terrible experience with Nouvelair on the flight BJ  I booked a flight for AM  on the  I received an email they reschedule the flight to be  PM without given any options After the flight a  hours  minutes delay so instead of arriving at am I arrived at pm Better to avoid this company whatever the cost,negative,,,,,1.0,,,,,0.0,1.0,,,1.0,0.0,,,-1.0,,,,,,
Brussels Charleroi,airport,Marleen Hansen,2024-07-21,Poor accommodation few seats only  toilets for all those guests We got coupons because the flight was delayed but they didnt work either,negative,,1.0,,,,,0.0,,,,1.0,,,3.0,0.0,,,-2.0,1.0,,0.0,,,
Sal,airport,Michael Hew,2023-02-26,Almost a shambles Wait an hour a half for boarding pass  to check in luggage a further hour through customs  flights going out only two desks open then a further  minutes in passport control So badly managed and very badly understaffed,neutral,1.0,,,,,0.0,,,,,2.0,1.0,,2.0,0.0,0.0,,0.0,,,,,3.0,0.0
Adria Airways,airline,D Bole,2019-09-06,Ljubljana to Zrich Firstly Ljubljana airport is terrible Badly trained staff unfriendly Toilets are very dirty Flight  hours delayed without any information There is no Information desk so questions arent possible Never again will use this airline Its even worse than the budget airlines and thats difficult,negative,1.0,1.0,1.0,1.0,1.0,-2.0,0.0,-2.0,0.0,0.0,2.0,2.0,,2.0,0.0,0.0,,-4.0,1.0,,0.0,,,
Comair,airline,Mohammed Hakan,2019-07-22,Upon recent travel from Durban to Johannesburg on Sunday th July  it is  disappointing to find that we were welcomed aboard by rude flight attendants,negative,,,,,,,,,,,,2.0,,1.0,,0.0,,-1.0,,,,,,
Brindisi,airport,Alan Smith,2023-04-07,Hundreds of passengers all having to sit on the floor as little seating absolute juke terrible airport One high restaurant with around  people in it,negative,,2.0,,,,,-2.0,,,,,,,1.0,,,,0.0,2.0,,-1.0,,,
Westchester County,airport,P Larton,2025-03-25,The worst airport in America Even the basics are impossible Flights delayed only to be cancelled  rebooked on a flight with no chance of getting your bags Incompetency from this airport and its staff,negative,1.0,,,,,0.0,,,,,1.0,,,2.0,0.0,,,-3.0,,,,,,
Salt Lake City,airport,E Leigh,2024-10-12,Bring your sneakers because you will be walking forever to get anywhere in this airport Horrible experience both arrival and departure I couldnt find gate B for JetBlue walked so far I almost missed my flight Horrible design No signage or help to get to the right gate No employees to help answer questions  I will avoid this airport at all costs  a mile to get from TSA to my gate Insanity,negative,1.0,1.0,,,1.0,0.0,0.0,,,0.0,,1.0,,1.0,,-1.0,,-1.0,,,,,,
